Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
703,Sales,54,90480,4,40,70,No
704,Marketing,40,77960,6,53,76,No
705,Marketing,24,66152,11,60,100,Yes
706,Marketing,31,52250,3,33,30,No
707,Marketing,22,110765,11,32,94,Yes
708,Operations,50,73137,12,31,85,Yes
709,Marketing,55,107011,11,49,91,Yes
710,Finance,34,71412,6,56,90,No
711,Sales,22,68876,12,39,81,Yes
712,Marketing,55,119547,11,59,100,Yes
713,Sales,50,98664,9,42,75,No
714,Finance,34,75227,9,49,80,No
715,Finance,50,57450,10,58,100,Yes
716,Sales,45,109433,3,55,68,No
717,HR,47,98704,3,50,79,No
718,IT,38,31861,4,58,65,No
719,HR,28,86914,12,52,100,Yes
720,HR,34,88888,7,54,77,No
721,Operations,26,104286,3,47,71,No
722,HR,47,86293,10,50,100,Yes
723,Marketing,24,107524,8,45,88,Yes
724,Operations,28,93515,11,40,87,Yes
725,Operations,22,48524,8,39,63,No
726,Finance,38,32065,6,38,48,No
727,HR,46,62684,4,41,79,No
728,Finance,24,113720,11,59,100,Yes
729,Sales,36,58365,12,58,100,Yes
730,IT,50,83876,11,48,91,Yes
731,Operations,53,48704,5,30,56,No
732,Sales,47,82857,12,47,100,Yes
733,Sales,37,30622,2,43,33,No
734,Marketing,46,108797,13,51,100,Yes
735,IT,49,118955,6,50,83,No
736,Sales,30,116141,3,30,63,No
737,Sales,22,119707,6,46,87,No
738,IT,50,112700,12,40,69,No
739,IT,43,104332,5,49,88,No
740,Sales,37,91201,14,57,100,Yes
741,IT,28,57694,2,44,46,No
742,Sales,35,114766,12,33,88,Yes
743,Sales,50,47995,13,44,100,Yes
744,Marketing,40,117320,14,51,100,Yes
745,HR,40,105141,5,51,73,No
746,Sales,23,107999,5,55,90,No
747,Finance,36,33419,14,43,100,Yes
748,Operations,24,72952,9,51,89,Yes
749,HR,32,58837,11,30,95,Yes
750,HR,51,95799,8,55,98,Yes
751,HR,39,73877,12,38,100,Yes
752,Marketing,23,70687,12,56,100,Yes
753,Sales,53,62276,7,36,70,No
754,Marketing,29,59523,12,52,100,Yes
755,Sales,43,91055,13,40,85,Yes
756,Marketing,27,79615,14,52,100,Yes
757,Marketing,33,35514,3,31,44,No
758,Operations,57,72456,10,31,82,Yes
759,Finance,36,32233,4,35,67,No
760,Marketing,49,26102,6,52,75,No
761,Operations,39,91133,3,48,59,No
762,IT,23,71715,11,58,100,Yes
763,Finance,34,110193,9,49,86,Yes
764,Marketing,36,31256,8,43,84,Yes
765,HR,41,89800,6,57,82,No
766,IT,50,119937,4,32,49,No
767,IT,50,66548,7,36,78,No
768,Operations,24,97090,13,36,97,Yes
769,IT,40,103200,11,33,95,Yes
770,Finance,24,67367,3,58,53,No
771,Marketing,35,114922,10,52,87,Yes
772,Marketing,25,95382,8,34,50,No
773,HR,32,51205,1,46,39,No
774,Operations,52,50570,3,55,88,No
775,HR,53,55255,11,33,87,Yes
776,IT,48,46182,5,52,69,No
777,HR,51,64373,5,42,74,No
778,Finance,23,68019,10,45,100,Yes
779,Marketing,30,87619,14,45,100,Yes
780,IT,49,41043,2,60,94,No
781,HR,52,70532,10,31,83,Yes
782,Operations,55,90936,8,47,91,Yes
783,Finance,36,44239,5,30,59,No
784,Finance,46,35416,7,47,86,Yes
785,HR,57,28412,7,55,83,Yes
786,Marketing,29,106976,14,59,100,Yes
787,HR,30,49406,5,37,59,No
788,IT,58,26875,8,40,89,Yes
789,HR,53,62066,9,53,93,Yes
790,Finance,38,30752,4,53,66,No
791,HR,56,111753,4,44,83,No
792,Marketing,58,103025,8,45,83,Yes
793,Operations,40,26353,1,46,50,No
794,Sales,50,51986,4,46,68,No
795,HR,28,111907,6,41,97,No
796,Marketing,49,39691,13,39,100,Yes
797,Marketing,30,94847,4,49,81,No
798,Operations,49,73075,6,35,93,No
799,Finance,27,35794,5,37,52,No
800,Marketing,50,93470,14,42,100,Yes
801,Marketing,38,41406,9,31,76,No
802,Marketing,37,100930,10,58,90,Yes
803,Marketing,44,51872,9,48,97,Yes
804,IT,52,66708,4,51,66,No
805,IT,24,45800,13,39,100,Yes
806,Finance,42,68397,14,33,99,Yes
807,HR,47,62909,4,41,56,No
808,Marketing,57,46352,12,47,100,Yes
809,Operations,58,118848,8,36,75,No
810,HR,43,40438,10,49,100,Yes
811,Operations,33,113921,4,53,77,No
812,HR,34,69999,2,53,67,No
813,Finance,32,43482,13,52,100,Yes
814,Marketing,37,57471,13,55,100,Yes
815,Marketing,29,72279,14,54,100,Yes
816,Sales,23,79213,2,33,34,No
817,Operations,51,38026,1,36,39,No
818,HR,51,110184,5,39,76,No
819,HR,33,30435,6,55,90,No
820,IT,31,33493,9,44,96,Yes
821,Sales,32,97227,5,41,66,No
822,IT,36,84321,13,30,75,No
823,IT,37,27763,6,49,66,No
824,IT,38,45389,6,47,74,No
825,Operations,47,56498,3,54,57,No
826,Operations,23,88755,12,45,99,Yes
827,Finance,33,60825,4,34,48,No
828,Finance,47,41934,1,48,47,No
829,IT,44,30574,4,33,67,No
830,Sales,39,63179,1,35,39,No
831,HR,53,26587,5,55,89,No
832,Operations,59,67782,11,46,100,Yes
833,Sales,24,79412,11,36,100,Yes
834,Marketing,59,85561,8,53,100,Yes
835,Operations,24,102224,8,52,86,Yes
836,Operations,51,29409,5,36,80,No
837,Finance,22,96319,14,38,100,Yes
838,HR,51,51751,10,42,94,Yes
839,HR,53,63174,2,49,62,No
840,Marketing,49,81572,12,43,100,Yes
841,Marketing,42,86416,6,45,82,No
842,Operations,34,37041,1,52,49,No
843,IT,48,48227,7,38,80,No
844,Finance,57,60201,11,44,100,Yes
845,Finance,28,61069,4,34,54,No
846,Operations,43,107190,5,47,70,No
847,Sales,31,51370,6,60,81,No
848,IT,36,36586,11,50,100,Yes
849,Operations,36,75231,1,49,47,No
850,IT,25,30322,9,37,84,Yes
851,IT,53,90294,10,44,92,Yes
852,IT,44,104468,4,50,56,No
853,Operations,27,54299,8,54,84,Yes
854,Finance,45,115715,5,38,67,No
855,Finance,41,95793,11,48,97,Yes
856,IT,58,71501,8,58,92,Yes
857,Sales,41,82134,1,55,52,No
858,HR,33,34777,8,60,92,Yes
859,Operations,54,36249,11,51,100,Yes
860,HR,49,46390,13,35,88,Yes
861,Sales,29,45369,11,33,100,Yes
862,Operations,22,37881,4,40,56,No
863,IT,58,34587,2,58,61,No
864,Finance,43,118800,11,39,97,Yes
865,HR,27,99327,6,32,62,No
866,Marketing,42,112911,2,30,38,No
867,Marketing,53,113147,5,41,68,No
868,Sales,56,32833,2,52,62,No
869,IT,36,72013,3,44,56,No
870,HR,26,88620,11,44,100,Yes
871,IT,27,40754,6,50,65,No
872,HR,46,103113,1,43,38,No
873,Sales,50,111784,6,55,77,No
874,Sales,28,60282,3,60,64,No
875,Marketing,34,61737,7,36,71,No
876,IT,59,49124,2,46,61,No
877,Operations,39,95102,14,53,100,Yes
878,Marketing,23,27196,6,48,73,No
879,IT,29,86527,8,36,72,No
880,Marketing,32,110395,1,57,59,No
881,Operations,54,36345,11,32,74,No
882,Finance,59,59077,11,59,100,Yes
883,Finance,48,91400,13,32,87,Yes
884,Finance,41,37055,9,55,96,Yes
885,Finance,33,110283,5,54,61,No
886,HR,52,69484,5,58,79,No
887,Finance,48,102514,13,47,100,Yes
888,Operations,53,115135,12,59,100,Yes
889,Sales,31,60771,5,49,77,No
890,Sales,24,82654,6,51,80,No
891,HR,48,71540,2,43,60,No
892,Finance,56,108151,6,32,58,No
893,Finance,52,54377,14,57,100,Yes
894,Finance,36,74573,11,55,100,Yes
895,Marketing,37,67733,4,59,81,No
896,IT,34,36760,8,55,94,Yes
897,Marketing,56,50762,13,36,100,Yes
898,IT,32,75986,11,36,94,Yes
899,Finance,42,59332,9,60,100,Yes
900,Finance,32,65100,9,34,86,Yes
901,Marketing,51,29944,8,32,80,No
902,Marketing,56,73825,3,47,62,No
903,IT,43,38877,10,44,97,Yes
904,Sales,59,54990,11,60,100,Yes
905,IT,52,80283,11,49,91,Yes
906,Marketing,35,28258,4,43,73,No
907,Operations,45,56629,1,60,48,No
908,Marketing,53,62579,9,58,100,Yes
909,Operations,57,47958,5,33,60,No
910,HR,53,64465,6,56,83,No
911,Marketing,36,110853,3,53,71,No
912,HR,56,40775,11,37,96,Yes
913,Sales,24,101575,10,58,94,Yes
914,IT,37,119633,8,50,100,Yes
915,Operations,26,59207,7,42,77,No
916,IT,42,47553,1,51,79,No
917,HR,31,78632,10,37,94,Yes
918,Operations,40,25055,12,44,100,Yes
919,IT,46,113697,5,46,64,No
920,Marketing,25,57873,10,34,82,Yes
921,Finance,50,105720,9,49,95,Yes
922,HR,40,91205,12,33,100,Yes
923,IT,23,103199,11,40,100,Yes
924,HR,31,50318,12,47,100,Yes
925,HR,46,58734,6,39,86,No
926,Operations,41,107227,8,46,65,No
927,Operations,40,43522,10,59,100,Yes
928,Finance,44,36656,1,44,61,No
929,Marketing,45,40893,10,35,90,Yes
930,HR,32,41493,11,52,93,Yes
931,IT,55,28632,7,50,98,Yes
932,Sales,49,113648,3,45,67,No
933,HR,26,86779,9,44,92,Yes
934,HR,26,63452,6,37,67,No
935,Finance,42,38266,5,38,82,No
936,Marketing,33,86607,8,40,84,Yes
937,Sales,25,41940,8,56,93,Yes
938,Operations,41,49003,12,31,82,Yes
939,Operations,59,59815,12,56,100,Yes
940,IT,46,55869,3,42,66,No
941,Sales,35,74297,2,33,43,No
942,Operations,32,85107,2,56,60,No
943,IT,53,107793,14,38,100,Yes
944,Marketing,32,41682,5,34,50,No
945,IT,39,44622,10,48,100,Yes
946,Operations,48,55408,12,51,100,Yes
947,Finance,39,33837,7,60,82,Yes
948,Finance,44,89210,8,32,60,No
949,Finance,32,40407,10,59,97,Yes
950,Operations,42,54309,8,50,87,Yes
951,Finance,26,96918,13,32,92,Yes
952,Sales,44,118190,12,35,100,Yes
953,Marketing,46,43895,8,57,100,Yes
954,IT,31,111912,10,39,86,Yes
955,IT,43,25370,12,34,100,Yes
956,Operations,40,25486,11,59,100,Yes
957,Finance,22,48762,3,54,67,No
958,Finance,28,51613,14,32,89,Yes
959,HR,25,28196,11,51,100,Yes
960,Marketing,22,119937,2,53,65,No
961,Sales,36,101349,13,36,89,Yes
962,IT,33,89839,4,51,66,No
963,HR,43,66916,1,59,67,No
964,HR,43,33572,3,60,69,No
965,Operations,38,53225,11,47,94,Yes
966,IT,50,70853,9,60,100,Yes
967,Operations,35,74390,7,52,74,No
968,Sales,41,57275,7,37,61,No
969,HR,54,97379,1,30,36,No
970,HR,36,26105,7,60,100,Yes
971,Marketing,33,84896,10,54,100,Yes
972,Sales,41,68209,7,33,65,No
973,HR,51,67487,4,53,69,No
974,Sales,59,43051,7,60,100,Yes
975,IT,24,119244,8,55,100,Yes
976,Finance,49,102400,3,36,51,No
977,HR,47,91961,13,43,100,Yes
978,Marketing,51,85156,10,42,92,Yes
979,IT,34,82175,2,39,41,No
980,Sales,34,31849,7,52,85,Yes
981,Operations,23,43976,5,47,67,No
982,IT,58,81866,5,30,53,No
983,HR,59,72078,14,33,98,Yes
984,Sales,23,56113,5,57,87,No
985,Finance,57,40401,7,45,88,Yes
986,IT,47,37884,9,45,86,Yes
987,HR,32,109360,11,47,93,Yes
988,Marketing,29,62563,8,37,84,Yes
989,Operations,43,59414,6,39,70,No
990,Sales,41,41142,7,45,76,No
991,IT,29,96492,9,52,100,Yes
992,IT,50,104464,14,53,100,Yes
993,Finance,47,100257,11,40,75,No
994,Finance,51,101693,6,35,57,No
995,Marketing,38,60135,1,30,51,No
996,Operations,41,97232,4,59,75,No
997,Marketing,37,52862,8,58,92,Yes
998,HR,28,30190,7,58,93,Yes
999,HR,37,95199,3,41,66,No
1000,Marketing,48,29331,10,54,100,Yes
1001,Operations,44,77186,3,35,55,No
1002,Marketing,45,69648,11,57,100,Yes
1003,Operations,30,53549,3,42,62,No
1004,Operations,56,106782,12,55,100,Yes
1005,Sales,41,50761,1,46,47,No
1006,Operations,58,28262,10,30,82,Yes
1007,Finance,38,76259,1,37,36,No
1008,Operations,52,97572,6,51,67,No
1009,Operations,29,78472,14,37,100,Yes
1010,Operations,36,112858,14,53,100,Yes
1011,HR,52,109667,1,60,70,No
1012,Finance,51,29677,5,40,64,No
1013,Finance,41,98508,4,43,77,No
1014,Marketing,33,105865,5,53,74,No
1015,Sales,38,75617,7,39,73,No
1016,Operations,51,111029,6,44,59,No
1017,IT,50,43595,12,36,84,Yes
1018,Sales,40,112459,9,36,64,No
1019,Sales,32,85148,6,39,79,No
1020,Finance,55,71926,9,33,73,No
1021,Sales,28,100271,4,54,87,No
1022,Operations,55,59457,1,57,35,No
1023,Operations,41,67531,1,47,67,No
1024,HR,59,98263,10,56,100,Yes
1025,Operations,45,98300,7,54,92,Yes
1026,Operations,31,88171,13,39,93,Yes
1027,Finance,53,70771,13,48,100,Yes
1028,Operations,36,118135,13,43,100,Yes
1029,HR,58,91354,3,42,45,No
1030,IT,41,62289,2,44,41,No
1031,Finance,24,58892,14,45,100,Yes
1032,IT,58,96196,6,31,64,No
1033,Finance,29,63409,6,58,81,No
1034,Marketing,44,59470,13,33,81,Yes
1035,Sales,32,43385,7,50,88,Yes
1036,Marketing,29,48296,5,47,50,No
1037,Operations,50,86716,8,58,100,Yes
1038,IT,51,114152,7,60,100,Yes
1039,Operations,31,51382,2,46,42,No
1040,Sales,49,101675,1,39,54,No
1041,Finance,57,47419,13,56,100,Yes
1042,Sales,34,118321,14,50,100,Yes
1043,HR,53,106238,9,38,78,No
1044,Sales,57,119753,5,44,75,No
1045,HR,58,64291,12,57,100,Yes
1046,Sales,47,37397,11,41,70,No
1047,HR,43,82888,5,60,100,No
1048,IT,25,60169,12,50,100,Yes
1049,Operations,52,87182,10,57,100,Yes
1050,Operations,39,117476,4,56,68,No
1051,Marketing,59,67249,2,55,63,No
1052,Operations,45,53341,5,38,75,No
1053,Finance,44,100603,2,43,55,No
1054,Sales,43,71144,12,42,100,Yes
1055,Marketing,23,86772,7,57,79,No
1056,Finance,52,104360,11,55,100,Yes
1057,Finance,32,38444,9,35,80,No
1058,HR,49,70647,9,48,99,Yes
1059,Operations,53,35974,11,33,83,Yes
1060,IT,26,63383,6,49,88,No
1061,IT,59,119826,1,46,39,No
1062,Marketing,31,106552,13,48,100,Yes
1063,IT,45,119049,6,32,61,No
1064,Sales,56,27956,5,58,67,No
1065,IT,44,33077,4,43,62,No
1066,Marketing,38,61490,12,46,100,Yes
1067,IT,22,80612,6,42,86,No
1068,Sales,52,61159,6,38,63,No
1069,HR,52,64710,14,56,100,Yes
1070,Marketing,55,108536,6,30,47,No
1071,HR,30,38806,2,54,66,No
1072,HR,43,103345,14,46,100,Yes
1073,HR,34,105391,7,45,72,No
1074,Finance,46,119924,14,47,100,Yes
1075,Operations,39,31458,4,31,47,No
1076,Finance,33,60524,13,43,100,Yes
1077,Operations,38,31853,12,51,100,Yes
1078,HR,36,65477,9,52,89,Yes
1079,Marketing,36,57222,10,56,100,Yes
1080,Operations,36,43320,2,46,61,No
1081,Sales,34,119154,5,32,59,No
1082,Sales,38,77243,14,31,100,Yes
1083,IT,53,70615,4,37,48,No
1084,Operations,30,42352,9,54,100,Yes
1085,Marketing,41,97833,4,58,82,No
1086,Finance,47,118476,8,31,80,No
1087,HR,48,28203,8,31,74,No
1088,IT,42,64267,6,55,100,No
1089,Sales,39,62941,6,60,86,No
1090,Finance,34,107809,11,38,97,Yes
1091,Finance,37,50368,8,59,100,Yes
1092,HR,30,102186,12,49,100,Yes
1093,Operations,33,55984,13,50,100,Yes
1094,Sales,59,66941,12,58,100,Yes
1095,Marketing,40,97918,10,56,93,Yes
1096,Finance,28,77683,9,54,84,Yes
1097,HR,56,25801,5,35,59,No
1098,Marketing,39,72965,11,55,100,Yes
1099,Operations,37,110269,1,41,25,No
1100,Sales,25,34969,1,54,61,No
1101,Operations,46,60969,2,38,56,No
1102,Finance,53,107269,10,36,73,No
1103,Marketing,34,57449,10,59,100,Yes
1104,Marketing,38,116679,5,41,71,No
1105,Marketing,58,50705,4,55,83,No
1106,Finance,27,85303,1,54,75,No
1107,Finance,40,53363,4,34,48,No
1108,Operations,34,55720,4,45,56,No
1109,IT,47,34972,10,34,100,Yes
1110,Operations,35,58351,4,41,53,No
1111,Sales,52,61145,1,53,63,No
1112,HR,25,112948,9,55,100,Yes
1113,Marketing,29,114614,14,49,100,Yes
1114,IT,46,113116,3,38,60,No
1115,HR,34,81235,13,52,100,Yes
1116,IT,53,39855,4,36,61,No
1117,Operations,59,61169,5,58,90,No
1118,Finance,59,71404,13,60,100,Yes
1119,Marketing,49,44569,13,48,100,Yes
1120,Operations,51,79437,7,49,88,Yes
1121,HR,24,73506,6,52,67,No
1122,HR,49,50738,5,40,67,No
1123,HR,24,31772,8,56,74,No
1124,HR,55,115410,14,59,100,Yes
1125,HR,37,44731,1,50,52,No
1126,IT,43,35131,7,41,95,Yes
1127,Operations,53,91324,12,32,96,Yes
1128,Marketing,59,79097,6,46,85,No
1129,Finance,29,106720,11,36,80,No
1130,Finance,29,27889,5,51,82,No
1131,Operations,27,34569,7,39,67,No
1132,Operations,35,112193,3,60,85,No
1133,Finance,53,100677,1,52,45,No
1134,Finance,56,110192,9,44,90,Yes
1135,IT,31,112154,2,59,57,No
1136,Sales,24,102470,13,31,97,Yes
1137,Marketing,33,113822,10,42,100,Yes
1138,HR,52,32612,3,57,79,No
1139,Sales,50,76644,8,33,72,No
1140,Operations,26,57069,12,47,82,Yes
1141,Finance,46,106741,10,53,97,Yes
1142,Sales,52,52331,9,52,100,Yes
1143,Marketing,42,80897,13,30,89,Yes
1144,Operations,41,38934,3,31,60,No
1145,HR,43,35095,6,31,61,No
1146,HR,25,116494,7,33,78,No
1147,Marketing,34,43706,1,32,39,No
1148,Marketing,41,68516,14,46,100,Yes
1149,Finance,34,59629,7,57,87,Yes
1150,HR,38,71910,4,43,52,No
1151,Operations,57,113540,5,31,66,No
1152,Sales,54,45431,8,45,80,No
1153,Operations,22,81733,4,40,65,No
1154,IT,36,65088,4,54,68,No
1155,IT,34,69135,8,42,71,No
1156,Marketing,38,63015,5,30,60,No
1157,Finance,45,56385,13,54,100,Yes
1158,IT,29,95199,6,52,77,No
1159,HR,48,63677,12,31,78,No
1160,Operations,44,37818,11,31,81,Yes
1161,Operations,29,113222,14,50,100,Yes
1162,Marketing,29,88001,5,58,80,No
1163,Sales,47,48977,1,34,47,No
1164,Marketing,34,74832,7,33,69,No
1165,Sales,58,65931,6,41,100,No
1166,Marketing,49,108990,2,55,69,No
1167,Marketing,46,103894,11,55,92,Yes
1168,Marketing,37,97204,7,58,90,Yes
1169,Sales,23,70784,6,57,85,No
1170,Sales,39,34921,5,32,50,No
1171,Marketing,38,59959,8,49,89,Yes
1172,IT,51,57328,5,39,57,No
1173,Finance,34,33859,11,49,100,Yes
1174,Finance,53,114506,2,47,37,No
1175,Finance,50,99408,6,50,91,No
1176,Sales,51,109766,14,60,100,Yes
1177,Sales,39,51708,12,50,100,Yes
1178,IT,34,43847,1,50,47,No
1179,Finance,42,80989,5,56,84,No
1180,Finance,51,117641,14,60,100,Yes
1181,Marketing,42,29922,6,56,88,No
1182,Sales,38,94928,7,39,85,Yes
1183,Finance,40,77335,14,30,100,Yes
1184,Operations,36,38541,2,35,45,No
1185,IT,30,44551,1,40,49,No
1186,Operations,31,44381,6,31,80,No
1187,Operations,52,80673,3,36,59,No
1188,IT,44,47948,5,49,71,No
1189,Operations,51,117264,12,60,100,Yes
1190,Finance,54,84072,11,50,100,Yes
1191,Sales,30,92560,13,50,100,Yes
1192,IT,22,107249,2,50,58,No
1193,Marketing,56,27486,1,47,37,No
1194,Operations,32,91691,1,50,32,No
1195,IT,55,35082,13,48,100,Yes
1196,HR,37,109105,11,33,89,Yes
1197,HR,30,32086,4,42,63,No
1198,Sales,53,92853,10,47,82,Yes
1199,Finance,36,95027,13,49,90,Yes
1200,Sales,33,40916,2,58,82,No
1201,Sales,54,40248,1,54,59,No
1202,Sales,35,93047,6,53,98,No
1203,Sales,29,49226,14,42,100,Yes
1204,Marketing,29,50025,4,59,86,No
1205,Marketing,48,73380,10,60,100,Yes
1206,IT,33,32848,13,56,100,Yes
1207,HR,22,39274,12,57,100,Yes
1208,Sales,32,79545,7,48,81,Yes
1209,IT,52,60233,11,46,95,Yes
1210,HR,38,41304,6,30,39,No
1211,Operations,54,36294,5,35,59,No
1212,Finance,53,51425,10,48,100,Yes
1213,Marketing,50,93711,12,49,100,Yes
1214,Operations,42,118311,13,30,95,Yes
1215,HR,42,34425,12,37,88,Yes
1216,Operations,44,116549,12,46,100,Yes
1217,Finance,27,118464,12,50,100,Yes
1218,HR,43,69990,2,51,57,No
1219,Operations,59,98746,5,44,54,No
1220,Marketing,58,93295,9,47,100,Yes
1221,Marketing,29,41091,9,36,88,Yes
1222,IT,56,25002,2,45,63,No
1223,Operations,32,75411,7,36,62,No
1224,Sales,45,65958,10,46,96,Yes
1225,Operations,42,45707,14,33,100,Yes
1226,HR,23,40248,4,41,68,No
1227,HR,40,96309,13,42,100,Yes
1228,Operations,49,103322,13,33,83,Yes
1229,Finance,38,76720,3,50,54,No
1230,Marketing,27,40037,11,30,91,Yes
1231,HR,40,92421,1,30,29,No
1232,Marketing,59,106867,3,36,59,No
1233,HR,49,65612,11,38,89,Yes
1234,IT,23,113031,9,30,62,No
1235,Sales,59,38450,14,45,97,Yes
1236,HR,58,34491,9,47,96,Yes
1237,Marketing,25,99804,7,51,91,Yes
1238,IT,43,118293,3,60,84,No
1239,HR,47,31791,13,44,100,Yes
1240,Finance,57,53314,3,35,12,No
1241,Sales,34,76883,4,31,56,No
1242,HR,53,119119,7,38,58,No
1243,IT,38,112086,7,33,49,No
1244,Finance,57,90629,12,42,82,Yes
1245,Operations,40,34967,12,52,91,Yes
1246,IT,56,106754,14,51,100,Yes
1247,IT,49,68220,2,40,42,No
1248,Finance,22,99163,12,42,86,Yes
1249,IT,39,29947,5,40,65,No
1250,Finance,54,64419,7,48,71,No
1251,HR,33,81131,7,37,81,Yes
1252,Finance,29,113714,6,36,80,No
1253,Finance,45,53876,10,54,100,Yes
1254,Sales,37,113444,10,45,100,Yes
1255,Finance,25,44971,12,32,100,Yes
1256,Finance,59,87539,8,46,86,Yes
1257,Operations,48,74228,3,47,79,No
1258,HR,30,99495,1,57,55,No
1259,Sales,37,53261,3,56,51,No
1260,Operations,33,86260,11,44,83,Yes
1261,Marketing,52,106371,2,57,60,No
1262,HR,45,109793,2,46,61,No
1263,HR,35,28346,14,40,98,Yes
1264,Marketing,46,81176,14,34,97,Yes
1265,Finance,55,77300,2,45,42,No
1266,Operations,24,36340,5,44,62,No
1267,IT,45,58012,13,39,100,Yes
1268,Sales,30,60393,1,43,51,No
1269,IT,47,100133,10,31,75,No
1270,Marketing,41,50557,4,45,77,No
1271,HR,31,89204,14,48,100,Yes
1272,HR,40,98273,10,37,88,Yes
1273,Sales,24,42276,5,44,80,No
1274,HR,45,79639,2,39,45,No
1275,HR,26,32310,5,59,93,No
1276,Sales,24,60167,10,34,92,Yes
1277,Operations,48,109880,4,49,67,No
1278,Operations,37,35391,8,45,71,No
1279,Sales,36,75621,1,50,55,No
1280,Marketing,56,35892,12,55,100,Yes
1281,HR,33,101733,5,51,84,No
1282,HR,47,103586,14,41,100,Yes
1283,Marketing,55,61142,14,52,100,Yes
1284,Operations,44,70679,11,59,100,Yes
1285,Finance,52,66615,12,42,91,Yes
1286,Finance,41,72553,10,38,90,Yes
1287,Finance,33,104071,1,46,62,No
1288,Operations,44,66002,10,49,100,Yes
1289,Operations,25,95658,10,57,100,Yes
1290,Marketing,44,34852,4,41,58,No
1291,HR,22,30387,8,54,84,Yes
1292,Marketing,46,64994,1,34,36,No
1293,Marketing,23,58725,11,53,94,Yes
1294,Operations,51,97682,2,41,47,No
1295,Finance,24,25560,1,30,16,No
1296,IT,42,81565,11,49,90,Yes
1297,HR,46,26312,7,57,100,Yes
1298,Operations,41,43205,2,45,62,No
1299,Finance,43,36595,1,59,61,No
1300,IT,42,112566,12,41,100,Yes
1301,IT,54,46329,6,38,69,No
1302,Operations,59,93187,6,42,76,No
1303,Sales,36,100542,10,46,99,Yes
1304,HR,36,60645,2,46,42,No
1305,IT,46,112502,1,33,13,No
1306,Operations,42,118382,14,43,100,Yes
1307,Operations,45,112310,10,48,96,Yes
1308,Finance,26,94619,3,36,60,No
1309,Sales,27,58513,10,56,100,Yes
1310,HR,44,33749,14,32,100,Yes
1311,Marketing,25,55783,5,30,46,No
1312,Finance,48,85645,6,41,70,No
1313,IT,39,107861,3,44,59,No
1314,IT,42,78175,9,40,77,No
1315,Finance,49,109216,11,39,83,Yes
1316,Operations,56,87709,5,31,53,No
1317,IT,43,42323,13,55,100,Yes
1318,Sales,44,75762,2,58,58,No
1319,HR,24,113220,10,33,80,No
1320,Sales,31,89222,6,46,89,No
1321,IT,46,59493,12,46,100,Yes
1322,Marketing,29,83328,8,57,97,Yes
1323,HR,32,37213,11,59,100,Yes
1324,HR,26,71930,6,37,65,No
1325,Finance,58,52713,4,52,88,No
1326,Finance,59,97723,6,43,76,No
1327,Marketing,50,57583,8,53,77,No
1328,Operations,26,104944,8,58,100,Yes
1329,HR,30,47369,13,33,100,Yes
1330,Marketing,23,72928,10,35,81,Yes
1331,Finance,22,93950,2,60,83,No
1332,Finance,51,44510,8,58,90,Yes
1333,HR,32,37120,6,48,95,No
1334,Sales,49,30295,2,56,66,No
1335,IT,33,45460,1,58,73,No
1336,Finance,47,39963,6,53,100,No
1337,Operations,34,102116,13,33,99,Yes
1338,Operations,29,112822,7,32,66,No
1339,Finance,49,52328,14,49,100,Yes
1340,Sales,51,109629,14,35,100,Yes
1341,Sales,30,46605,10,56,95,Yes
1342,Marketing,52,69813,5,52,75,No
1343,Operations,42,71371,14,36,100,Yes
1344,Marketing,55,72598,10,43,94,Yes
1345,Operations,52,85776,8,60,94,Yes
1346,IT,46,97258,11,41,93,Yes
1347,IT,33,65969,13,45,100,Yes
1348,HR,22,61912,12,49,100,Yes
1349,Marketing,43,63374,9,37,81,Yes
1350,Finance,58,97302,4,52,88,No
1351,Marketing,22,87784,7,31,62,No
1352,Finance,22,74882,8,42,79,No
1353,Sales,42,40928,13,37,93,Yes
1354,Marketing,36,46274,6,54,80,No
1355,Sales,38,59416,2,50,42,No
1356,IT,43,111148,7,60,73,No
1357,IT,59,85998,13,49,100,Yes
1358,HR,56,54047,9,45,72,No
1359,Marketing,37,68356,5,33,62,No
1360,Sales,29,62134,2,58,62,No
1361,Finance,38,92042,4,45,74,No
1362,IT,38,76310,3,49,46,No
1363,IT,47,105758,4,35,60,No
1364,Finance,34,37363,10,56,100,Yes
1365,Sales,38,110149,7,33,71,No
1366,Sales,59,69563,10,45,100,Yes
1367,Marketing,38,55628,8,52,92,Yes
1368,Marketing,35,94672,1,52,32,No
1369,Operations,27,71246,13,50,100,Yes
1370,Operations,56,36161,8,42,85,Yes
1371,HR,35,114110,5,34,56,No
1372,IT,29,117438,12,44,95,Yes
1373,Marketing,36,27810,7,55,86,Yes
1374,Sales,48,84860,11,37,100,Yes
1375,Finance,34,102199,11,36,81,Yes
1376,Sales,52,96688,1,43,30,No
1377,IT,56,90548,2,36,31,No
1378,Operations,27,87363,1,51,55,No
1379,Sales,26,36162,5,36,77,No
1380,HR,43,112858,14,52,100,Yes
1381,IT,44,98535,14,55,100,Yes
1382,Operations,46,32219,6,59,79,No
1383,Finance,55,95864,10,47,88,Yes
1384,Operations,47,28621,9,59,100,Yes
1385,HR,26,114792,8,39,92,Yes
1386,IT,47,69433,7,47,75,No
1387,Finance,41,101850,12,43,100,Yes
