customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
C0234,45.0,Male,South,Graduate,Salaried,329995.25,1098939.34,Car,766.0,4,274,48.11,2020-07-24,1
C0235,64.0,Female,North,Primary,Unemployed,1667069.67,927517.95,Car,437.0,10,82,83.63,2021-04-18,1
C0236,24.0,Male,East,Secondary,Self-Employed,1905416.72,1303193.21,Education,438.0,8,262,34.45,2022-07-09,1
C0237,40.0,Male,West,Primary,Unemployed,1194848.73,928735.68,Home,540.0,1,42,18.26,2022-02-09,1
C0238,58.0,Female,South,Graduate,Salaried,2912149.66,567220.58,Education,648.0,10,87,35.19,2022-05-03,0
C0239,56.0,Female,West,Graduate,Unemployed,1448470.1,1403595.67,Education,592.0,5,61,74.84,2019-11-08,1
C0240,60.0,,South,Graduate,Salaried,,220980.7,Education,376.0,12,241,46.18,2019-12-20,1
C0241,61.0,Other,South,Graduate,Salaried,439482.31,891008.34,Home,491.0,8,31,87.64,2018-10-17,1
C0242,37.0,Other,South,Primary,Unemployed,2322317.45,815477.15,Business,501.0,9,136,60.46,2021-10-03,1
C0243,64.0,Female,East,Primary,Salaried,1932678.5,798762.88,Education,470.0,10,238,26.18,2024-10-01,1
C0244,22.0,Female,South,Secondary,Salaried,2498876.51,1383480.82,Other,685.0,2,134,14.34,2023-10-22,1
C0245,47.0,Female,North,Secondary,,2960418.98,1894001.64,Business,670.0,8,273,88.51,2024-10-30,0
C0246,28.0,Male,South,Post-Graduate,Self-Employed,2122871.67,1886718.87,Car,699.0,2,293,81.04,2022-11-29,1
C0247,64.0,Other,North,Primary,Unemployed,511217.08,469545.19,Other,441.0,2,260,51.18,2024-04-25,1
C0248,50.0,Female,North,Post-Graduate,Salaried,944770.06,550393.21,Car,788.0,11,148,83.84,2021-02-13,0
C0249,61.0,Other,South,Secondary,Self-Employed,1754596.94,979443.1,Home,470.0,12,299,72.62,2023-01-09,1
C0250,,Other,East,Secondary,Unemployed,513949.77,196493.28,Car,777.0,11,49,76.85,2021-10-26,0
C0251,51.0,Male,West,Primary,Unemployed,1509500.88,1092139.57,Other,796.0,6,144,19.08,2023-11-30,0
C0252,43.0,Male,North,Graduate,Salaried,2666211.84,666708.98,Home,435.0,1,198,58.08,2020-02-09,1
C0253,60.0,Other,South,Post-Graduate,Unemployed,1608020.65,759280.67,Other,679.0,10,245,39.85,2020-01-01,0
C0254,37.0,Other,East,Graduate,Unemployed,293817.22,290468.61,Education,535.0,10,24,62.68,2019-08-25,1
C0255,58.0,Other,West,Post-Graduate,Salaried,2068652.31,1345322.22,Education,321.0,6,39,45.05,2020-03-22,1
C0256,63.0,Male,West,Primary,Unemployed,1376480.72,884852.62,Home,804.0,7,68,22.52,2018-04-25,0
C0257,28.0,Other,South,Graduate,Salaried,2259907.15,1390939.61,Other,669.0,5,243,21.34,2024-02-03,1
C0258,54.0,Other,East,Secondary,Salaried,1553539.38,1726040.16,Education,459.0,7,278,92.03,2023-07-27,1
C0259,28.0,Male,South,Secondary,Self-Employed,1421217.78,67851.59,Other,637.0,6,10,62.67,2023-07-10,0
C0260,42.0,Male,North,Primary,Salaried,872221.3,1785590.38,Car,468.0,11,10,18.57,2021-08-09,1
C0261,45.0,Female,North,Secondary,Salaried,1516711.1,654903.07,Education,516.0,3,116,76.93,2022-06-05,1
C0262,35.0,Other,North,Primary,Salaried,1073040.99,85696.47,Business,497.0,9,92,42.31,2023-09-01,1
C0263,51.0,Female,East,Post-Graduate,Self-Employed,2280101.49,886231.92,Other,622.0,11,208,80.09,2018-04-29,0
C0264,27.0,Male,East,Secondary,Unemployed,1414296.61,1366598.44,Car,352.0,0,166,32.67,2018-10-20,1
C0265,36.0,Female,East,Secondary,Salaried,1928911.31,1180655.81,Business,668.0,1,101,86.86,2023-06-18,1
C0266,51.0,Other,East,Secondary,Self-Employed,2730362.03,156886.77,Education,342.0,11,5,94.0,2024-08-06,1
C0267,55.0,Female,North,Post-Graduate,Salaried,1348047.85,1581859.53,Education,845.0,4,66,30.37,2019-01-02,1
C0268,35.0,Other,South,Secondary,Self-Employed,2047816.17,514525.77,Education,555.0,7,110,35.38,2023-03-31,0
C0269,64.0,Female,South,Secondary,Unemployed,2527427.85,1385887.14,Home,433.0,3,162,85.22,2024-09-18,1
C0270,56.0,,West,Secondary,Self-Employed,1049519.63,498705.35,Business,,8,60,87.21,2019-04-30,0
C0271,51.0,Male,West,Post-Graduate,Self-Employed,600379.4,1552791.3,Business,366.0,5,28,66.23,2018-09-28,1
C0272,65.0,Male,North,Post-Graduate,Unemployed,742653.73,764397.36,Home,434.0,4,219,68.22,2022-04-18,1
C0273,51.0,Other,West,Post-Graduate,Salaried,1098440.71,1154835.24,Business,511.0,1,134,50.3,2022-03-12,1
C0274,44.0,Female,East,Graduate,Salaried,666954.53,1639282.32,Car,601.0,12,160,63.73,2021-06-27,0
C0275,,Female,South,Graduate,Unemployed,1850734.76,243310.43,Car,413.0,11,253,79.32,2023-08-01,1
C0276,62.0,Other,West,Secondary,Salaried,1829101.03,581605.53,Business,406.0,12,148,73.88,2020-12-10,1
C0277,22.0,Other,East,Graduate,Salaried,1206663.52,307156.37,Car,343.0,12,258,76.31,2022-06-04,1
C0278,26.0,Male,North,Post-Graduate,Salaried,2591443.79,1334096.88,Car,816.0,5,229,51.76,2019-04-08,1
C0279,37.0,Female,East,Primary,Unemployed,2629973.9,1800035.95,Other,599.0,4,120,77.74,2023-11-26,1
C0280,50.0,Male,West,Graduate,,,1252667.9,Education,355.0,7,140,89.59,2018-07-22,1
C0281,36.0,Female,South,Graduate,Unemployed,746149.91,856525.21,Home,788.0,10,264,23.06,2023-01-13,0
C0282,42.0,Female,East,Graduate,Self-Employed,2080827.66,210964.88,Car,543.0,11,261,92.75,2022-06-25,1
C0283,58.0,Male,North,Graduate,Self-Employed,1409808.71,1972422.23,Car,518.0,10,153,14.79,2018-01-09,1
C0284,63.0,Male,West,Secondary,Salaried,2116656.74,1377523.5,Home,419.0,4,191,33.3,2020-02-11,1
C0285,47.0,Female,South,Primary,Salaried,1658680.53,1771616.79,Car,741.0,5,217,75.46,2021-06-11,1
C0286,24.0,Female,South,Graduate,Salaried,920907.91,1524356.61,Education,660.0,9,166,53.69,2020-09-29,0
C0287,59.0,Other,West,Primary,Unemployed,2789400.2,1223762.07,Car,772.0,5,30,87.75,2020-08-03,1
C0288,33.0,Male,East,Primary,Self-Employed,2581237.98,1273564.21,Other,596.0,5,89,36.11,2019-10-31,1
C0289,36.0,Other,South,Secondary,Unemployed,1853961.02,1551176.02,Other,402.0,12,57,73.08,2020-05-24,1
C0290,31.0,Other,South,Primary,Unemployed,1813724.27,703226.04,Home,337.0,4,146,21.18,2018-04-07,1
C0291,28.0,Female,South,Post-Graduate,Unemployed,1701556.83,834678.86,Business,583.0,6,42,85.47,2023-02-23,0
C0292,46.0,Male,South,Graduate,Salaried,838157.83,324101.95,Education,723.0,8,97,64.46,2020-06-06,0
C0293,24.0,Other,West,Post-Graduate,Unemployed,715186.79,1003192.81,Car,340.0,4,238,51.02,2022-10-26,1
C0294,23.0,Female,South,Secondary,Self-Employed,1298882.79,866153.43,Car,820.0,7,114,57.73,2019-11-24,0
C0295,64.0,Male,South,Post-Graduate,Unemployed,791072.84,1882911.32,Car,460.0,7,208,17.91,2018-12-23,1
C0296,38.0,Male,South,Primary,Self-Employed,593512.96,920435.95,Education,727.0,6,288,43.4,2021-04-06,0
C0297,34.0,Male,South,Secondary,Salaried,676534.4,1708017.6,Other,485.0,10,191,87.01,2023-08-19,1
C0298,54.0,Other,West,Secondary,Salaried,433014.25,85209.46,Business,637.0,12,248,61.76,2022-05-26,0
C0299,34.0,Other,South,Primary,Unemployed,2791816.54,1786389.63,Car,452.0,12,83,42.94,2019-08-24,1
C0300,,,South,Graduate,Salaried,793776.36,1591409.95,Other,814.0,3,78,80.73,2022-04-20,1
