customer_id,age,education_level,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag,join_year,join_month,join_day,join_weekday,education_level_encoded,region_East,region_North,region_South,region_West,loan_purpose_Business,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,gender_Female,gender_Male,gender_Other,employment_Salaried,employment_Self-Employed,employment_Unemployed,debt_to_income_ratio,avg_monthly_transactions,spending_to_income_ratio
C0116,46.0,Secondary,1474693.81,237486.92,770.0,8.0,192.0,64.89,2020-08-03,0,2020,8,3,Monday,1.0,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.16104151139008308,16.0,0.6489
C0117,61.0,Graduate,752981.57,1773526.23,515.0,8.0,99.0,22.45,2023-04-25,1,2023,4,25,Tuesday,2.0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,2.3553381658464763,8.25,0.2245
C0118,23.0,Graduate,1862146.69,249258.54,667.0,5.0,128.0,25.39,2024-08-09,1,2024,8,9,Friday,2.0,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,0.13385548052608037,10.666666666666666,0.2539
C0119,44.0,Secondary,432862.12,611824.53,548.0,12.0,108.0,48.42,2019-02-12,1,2019,2,12,Tuesday,1.0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,1.4134397576761857,9.0,0.4842
C0120,48.0,Primary,1660274.208,1635178.66,511.0,3.0,111.0,61.74,2019-11-25,1,2019,11,25,Monday,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.9848846968295492,9.25,0.6174000000000001
C0121,65.0,Primary,2689962.97,1251146.49,592.0,12.0,124.0,41.69,2018-07-03,0,2018,7,3,Tuesday,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,0.46511662203290477,10.333333333333334,0.4169
C0122,34.0,Post-Graduate,1677267.37,889270.73,661.0,7.0,125.0,90.52,2020-10-18,0,2020,10,18,Sunday,3.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.53019020455874,10.416666666666666,0.9052
C0123,62.0,Graduate,2812218.81,1878331.29,575.0,4.0,104.0,63.05,2022-10-19,1,2022,10,19,Wednesday,2.0,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,0.6679179028747055,8.666666666666666,0.6305
C0124,50.0,Secondary,720150.23,1381995.66,464.0,6.0,156.0,14.34,2024-03-05,1,2024,3,5,Tuesday,1.0,False,False,True,False,False,False,False,False,True,True,False,False,False,True,False,1.9190380040564592,13.0,0.1434
C0125,46.4,Graduate,1461377.99,1785058.59,660.0,2.0,81.0,82.94,2024-08-22,1,2024,8,22,Thursday,2.0,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,1.221489992469368,6.75,0.8294
C0126,29.0,Graduate,534140.26,1279418.0,704.0,2.0,221.0,38.88,2022-10-01,1,2022,10,1,Saturday,2.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,2.395284714168522,18.416666666666668,0.38880000000000003
C0127,65.0,Post-Graduate,394092.95,1221244.53,577.0,9.0,87.0,22.23,2022-10-28,0,2022,10,28,Friday,3.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,3.0988743391628804,7.25,0.2223
C0128,64.0,Primary,2505591.88,1701343.86,619.0,9.0,217.0,90.52,2018-09-12,0,2018,9,12,Wednesday,0.0,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,0.6790187474585846,18.083333333333332,0.9052
C0129,41.0,Post-Graduate,394092.95,1904931.22,472.0,2.0,160.0,22.55,2019-02-07,1,2019,2,7,Thursday,3.0,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,4.833710473633187,13.333333333333334,0.2255
C0130,35.0,Secondary,2030352.55,886412.17,640.0,1.0,14.0,36.47,2023-06-26,1,2023,6,26,Monday,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.43658042047919216,1.1666666666666667,0.36469999999999997
C0131,60.0,Secondary,394092.95,175667.06,484.0,11.0,298.0,36.65,2018-06-13,1,2018,6,13,Wednesday,1.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,0.44575032362289146,24.833333333333332,0.3665
C0132,27.0,Primary,1822696.64,341922.43,695.0,10.0,98.0,35.17,2020-12-07,0,2020,12,7,Monday,0.0,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,0.1875915182462837,8.166666666666666,0.3517
C0133,56.0,Secondary,2468849.31,932520.77,545.0,5.0,85.0,33.24,2020-07-31,1,2020,7,31,Friday,1.0,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,0.3777147378832935,7.083333333333333,0.33240000000000003
C0134,51.0,Primary,1986371.95,1753302.02,432.0,1.0,131.0,54.96,2023-12-26,1,2023,12,26,Tuesday,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,0.8826655148850647,10.916666666666666,0.5496
C0135,47.0,Primary,1917275.84,1728313.76,570.0,10.0,275.0,47.24,2022-05-21,1,2022,5,21,Saturday,0.0,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,0.9014424132106102,22.916666666666668,0.47240000000000004
C0136,40.0,Secondary,1966333.8,1344371.97,556.0,6.0,100.0,20.43,2018-02-19,0,2018,2,19,Monday,1.0,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.6836946860192302,8.333333333333334,0.2043
C0137,52.0,Post-Graduate,995836.7,1764011.93,689.0,8.0,259.0,35.38,2021-01-12,0,2021,1,12,Tuesday,3.0,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,1.7713867444330984,21.583333333333332,0.3538
C0138,39.0,Graduate,729372.23,1218504.93,820.0,7.0,43.0,50.03,2018-12-22,0,2018,12,22,Saturday,2.0,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,1.670621501452009,3.5833333333333335,0.5003
C0139,54.0,Post-Graduate,574183.87,203792.46,674.0,5.0,259.0,81.68,2021-01-04,1,2021,1,4,Monday,3.0,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,0.35492543529653664,21.583333333333332,0.8168000000000001
C0140,24.0,Post-Graduate,1557621.47,200573.74,675.0,2.0,73.0,83.76,2021-01-11,1,2021,1,11,Monday,3.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,0.12876924455849983,6.083333333333333,0.8376
C0141,37.0,Graduate,1865618.62,1904931.22,783.0,0.0,217.0,78.99,2024-02-01,1,2024,2,1,Thursday,2.0,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,1.0210721524638298,18.083333333333332,0.7898999999999999
C0142,57.0,Graduate,1416261.94,1036163.51,745.0,6.0,175.0,81.53,2018-07-22,0,2018,7,22,Sunday,2.0,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,0.7316185521443865,14.583333333333334,0.8153
C0143,47.0,Post-Graduate,2276777.51,1290684.42,466.0,6.0,61.0,37.14,2020-02-05,1,2020,2,5,Wednesday,3.0,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,0.5668908860576368,5.083333333333333,0.3714
C0144,32.0,Post-Graduate,1529322.7,551462.5,589.0,2.0,176.0,28.27,2021-07-12,1,2021,7,12,Monday,3.0,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,0.3605926335887122,14.666666666666666,0.2827
C0145,33.0,Primary,1187024.62,471944.72,371.0,3.0,201.0,49.64,2019-05-24,1,2019,5,24,Friday,0.0,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,0.39758629437694387,16.75,0.4964
C0146,52.0,Secondary,394092.95,1180493.29,455.0,4.0,264.0,24.59,2022-10-15,1,2022,10,15,Saturday,1.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,2.9954691907074205,22.0,0.2459
C0147,30.0,Secondary,1265098.04,413843.55,802.0,12.0,134.0,48.57,2020-11-19,0,2020,11,19,Thursday,1.0,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,0.32712369865026425,11.166666666666666,0.4857
C0148,30.0,Post-Graduate,2379166.69,1753298.42,399.0,12.0,157.0,52.92,2018-09-10,1,2018,9,10,Monday,3.0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,0.7369380327025342,13.083333333333334,0.5292
C0149,56.0,Secondary,2588535.87,285345.34,642.0,11.0,41.0,50.04,2020-06-10,0,2020,6,10,Wednesday,1.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0.11023426150165731,3.4166666666666665,0.5004
C0150,51.6,Post-Graduate,2351762.76,328777.93,688.0,11.0,52.0,28.17,2022-09-16,0,2022,9,16,Friday,3.0,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,0.13980063618321775,4.333333333333333,0.2817
C0151,27.0,Graduate,915856.95,1288398.66,462.0,2.0,212.0,55.03,2022-08-12,1,2022,8,12,Friday,2.0,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,1.406768447845485,17.666666666666668,0.5503
C0152,40.0,Primary,1456390.83,1341418.65,797.0,5.0,34.0,35.99,2021-06-13,1,2021,6,13,Sunday,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,0.9210567811663576,2.8333333333333335,0.3599
C0153,43.0,Primary,699011.67,1904931.22,568.0,9.0,37.0,14.34,2021-10-16,0,2021,10,16,Saturday,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,2.7251779930941638,3.0833333333333335,0.1434
C0154,27.0,Secondary,1363326.69,1058222.27,771.0,7.0,32.0,63.78,2022-10-26,0,2022,10,26,Wednesday,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,0.7762059363775824,2.6666666666666665,0.6378
C0155,22.0,Graduate,1039214.54,1904931.22,342.0,8.0,191.0,37.95,2019-03-22,1,2019,3,22,Friday,2.0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,1.8330490449065502,15.916666666666666,0.3795
C0156,33.0,Secondary,2178933.0,1904931.22,637.0,3.0,249.0,14.34,2020-12-10,1,2020,12,10,Thursday,1.0,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,0.8742495615973506,20.75,0.1434
C0157,35.0,Post-Graduate,1027615.7,747481.38,342.0,2.0,20.0,77.77,2019-04-01,1,2019,4,1,Monday,3.0,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,0.727393888590842,1.6666666666666667,0.7777
C0158,53.0,Graduate,2193257.33,504953.74,531.0,5.0,244.0,18.25,2024-07-23,1,2024,7,23,Tuesday,2.0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,0.23023004783483386,20.333333333333332,0.1825
C0159,59.0,Primary,2493251.59,1904931.22,649.0,7.0,247.0,17.98,2023-08-27,0,2023,8,27,Sunday,0.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,0.7640348962937993,20.583333333333332,0.17980000000000002
C0160,44.0,Post-Graduate,2053435.9679999999,1334760.44,706.0,10.0,135.0,90.52,2019-05-05,0,2019,5,5,Sunday,3.0,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,0.6500131783023292,11.25,0.9052
C0161,38.0,Secondary,2126198.83,1655400.17,619.0,8.0,229.0,84.99,2022-08-14,0,2022,8,14,Sunday,1.0,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,0.7785726088467464,19.083333333333332,0.8499
C0162,37.0,Secondary,961202.31,839479.55,431.0,2.0,178.0,64.55,2021-07-06,1,2021,7,6,Tuesday,1.0,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,0.8733640579785956,14.833333333333334,0.6455
C0163,38.0,Secondary,825008.61,878292.5,752.0,0.0,280.0,24.97,2021-02-11,1,2021,2,11,Thursday,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,1.06458585929182,23.333333333333332,0.24969999999999998
C0164,57.0,Graduate,506363.94,712172.15,693.0,5.0,291.0,46.83,2022-12-09,1,2022,12,9,Friday,2.0,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,1.406443258972983,24.25,0.4683
C0165,50.0,Graduate,703456.19,301039.13,417.0,9.0,253.0,59.21,2024-06-28,1,2024,6,28,Friday,2.0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,0.42794296827496825,21.083333333333332,0.5921
C0166,63.0,Post-Graduate,1636907.32,1531792.13,457.0,9.0,110.0,75.13,2023-10-07,1,2023,10,7,Saturday,3.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,0.9357842751903631,9.166666666666666,0.7513
C0167,30.0,Post-Graduate,1466478.57,664029.74,620.0,10.0,162.0,40.58,2020-11-29,0,2020,11,29,Sunday,3.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,0.45280562129182694,13.5,0.4058
C0168,21.0,Post-Graduate,394092.95,1189352.76,451.0,9.0,152.0,86.3,2023-09-08,1,2023,9,8,Friday,3.0,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,3.017949851678392,12.666666666666666,0.863
C0169,40.0,Post-Graduate,670543.22,1904931.22,578.0,4.0,200.0,14.34,2020-04-21,1,2020,4,21,Tuesday,3.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,2.8408776096490844,16.666666666666668,0.1434
C0170,42.0,Primary,2193199.7,1031057.44,399.0,12.0,190.0,41.93,2022-04-11,1,2022,4,11,Monday,0.0,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0.4701156214821659,15.833333333333334,0.4193
C0171,23.0,Graduate,1903904.81,1135860.05,771.0,11.0,30.0,23.96,2022-10-06,0,2022,10,6,Thursday,2.0,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,0.5965949789264937,2.5,0.2396
C0172,57.0,Primary,583765.17,1831644.51,664.0,6.0,35.0,35.95,2019-10-06,0,2019,10,6,Sunday,0.0,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,3.1376392497003547,2.9166666666666665,0.35950000000000004
C0173,30.0,Secondary,1226580.41,1597763.54,659.0,0.0,177.0,18.21,2019-04-27,1,2019,4,27,Saturday,1.0,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,1.3026162222825655,14.75,0.1821
C0174,58.0,Secondary,912314.81,175667.06,751.0,1.0,234.0,34.25,2018-11-20,1,2018,11,20,Tuesday,1.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,0.19255092438979476,19.5,0.3425
C0175,53.2,Primary,796353.26,233844.74,725.0,2.0,296.0,31.59,2021-12-02,1,2021,12,2,Thursday,0.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,0.2936444813448745,24.666666666666668,0.3159
C0176,36.0,Primary,1074612.73,1904931.22,398.0,7.0,246.0,36.7,2018-12-21,1,2018,12,21,Friday,0.0,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,1.7726676474416974,20.5,0.36700000000000005
C0177,64.0,Post-Graduate,2478167.6,988380.33,363.0,6.0,194.0,36.35,2019-12-27,1,2019,12,27,Friday,3.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,0.39883514335350034,16.166666666666668,0.3635
C0178,29.0,Secondary,1488870.12,1623682.8,534.0,11.0,285.0,72.01,2020-01-16,1,2020,1,16,Thursday,1.0,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,1.0905469712831632,23.75,0.7201000000000001
C0179,49.0,Secondary,2812218.81,1852622.59,407.0,10.0,199.0,28.14,2020-01-14,1,2020,1,14,Tuesday,1.0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.6587761177801097,16.583333333333332,0.2814
C0180,65.0,Primary,2527110.44,674567.13,421.6,2.0,149.0,25.72,2020-09-19,1,2020,9,19,Saturday,0.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,0.26693219232634724,12.416666666666666,0.2572
C0181,47.0,Primary,1212770.99,1735235.72,650.0,7.0,296.0,32.04,2024-01-15,0,2024,1,15,Monday,0.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,1.4308024633735674,24.666666666666668,0.3204
C0182,51.0,Secondary,2053415.87,1509855.19,686.0,3.0,154.0,74.4,2018-09-13,1,2018,9,13,Thursday,1.0,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,0.7352895300258879,12.833333333333334,0.7440000000000001
C0183,34.0,Graduate,2612352.65,1243244.05,780.0,9.0,289.0,70.3,2018-03-09,0,2018,3,9,Friday,2.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.47590973217187965,24.083333333333332,0.703
C0184,53.0,Graduate,2760846.03,1864167.31,588.0,7.0,64.0,59.63,2018-02-21,0,2018,2,21,Wednesday,2.0,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,0.6752159626953192,5.333333333333333,0.5963
C0185,36.0,Primary,1522565.63,1745210.12,692.0,3.0,90.0,78.3,2020-08-11,1,2020,8,11,Tuesday,0.0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,1.146229814737116,7.5,0.7829999999999999
C0186,35.0,Secondary,394092.95,1123682.01,793.0,3.0,180.0,58.08,2020-06-09,1,2020,6,9,Tuesday,1.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,2.851312133343162,15.0,0.5808
C0187,40.0,Graduate,1956344.41,294643.69,805.0,10.0,79.0,39.53,2021-02-22,0,2021,2,22,Monday,2.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,0.15060931423623922,6.583333333333333,0.3953
C0188,38.0,Secondary,2444960.92,1297589.11,468.0,3.0,156.0,81.47,2020-03-29,1,2020,3,29,Sunday,1.0,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,0.5307197752674101,13.0,0.8147
C0189,43.0,Secondary,394092.95,867378.79,501.0,8.0,227.0,72.48,2022-10-17,1,2022,10,17,Monday,1.0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,2.20094977593484,18.916666666666668,0.7248
C0190,50.0,Graduate,1659563.5,1035080.44,482.0,10.0,102.0,27.18,2023-08-31,1,2023,8,31,Thursday,2.0,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,0.6237064384701158,8.5,0.2718
C0191,44.0,Primary,1299942.8,311051.43,818.0,3.0,276.0,44.2,2020-11-20,1,2020,11,20,Friday,0.0,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,0.23928085912703234,23.0,0.442
C0192,41.0,Primary,2026338.03,1259600.9,342.0,8.0,291.0,28.85,2018-04-30,1,2018,4,30,Monday,0.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.6216144006338369,24.25,0.28850000000000003
C0193,48.0,Secondary,2001981.0,1260516.06,715.0,3.0,7.0,56.72,2021-02-04,1,2021,2,4,Thursday,1.0,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,0.6296343771494335,0.5833333333333334,0.5672
C0194,38.0,Graduate,434488.54,1210834.06,629.0,4.0,269.0,66.58,2020-05-26,1,2020,5,26,Tuesday,2.0,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,2.7868032146486534,22.416666666666668,0.6658
C0195,41.0,Graduate,1009129.84,545239.78,820.0,9.0,233.0,26.32,2019-07-20,0,2019,7,20,Saturday,2.0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,0.5403068647737144,19.416666666666668,0.2632
C0196,40.0,Primary,1996276.26,1097123.84,503.0,10.0,196.0,40.11,2021-11-27,1,2021,11,27,Saturday,0.0,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,0.549585176151922,16.333333333333332,0.4011
C0197,40.0,Primary,2812218.81,839399.17,515.0,2.0,259.0,23.67,2019-07-22,1,2019,7,22,Monday,0.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,0.2984828801426017,21.583333333333332,0.23670000000000002
C0198,55.0,Post-Graduate,2812218.81,362399.45,707.0,11.0,295.0,33.9,2018-06-19,0,2018,6,19,Tuesday,3.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,0.12886602163079908,24.583333333333332,0.33899999999999997
C0199,40.0,Graduate,1573404.66,916156.53,556.0,12.0,163.0,20.86,2022-01-12,0,2022,1,12,Wednesday,2.0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,0.5822764818810185,13.583333333333334,0.2086
C0200,35.0,Primary,1606363.352,1473502.25,577.0,4.0,97.0,67.24,2022-12-21,1,2022,12,21,Wednesday,0.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,0.917290753779597,8.083333333333334,0.6724
C0201,28.0,Primary,1903984.07,1596875.04,558.0,8.0,96.0,19.22,2019-05-21,0,2019,5,21,Tuesday,0.0,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,0.8387018910300021,8.0,0.19219999999999998
C0202,33.0,Primary,631535.7,502501.26,449.0,5.0,121.0,23.03,2022-09-14,1,2022,9,14,Wednesday,0.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0.7956814792892944,10.083333333333334,0.2303
C0203,27.0,Post-Graduate,993472.56,1732401.28,573.0,6.0,151.0,14.34,2022-12-28,0,2022,12,28,Wednesday,3.0,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,1.7437837236289646,12.583333333333334,0.1434
C0204,35.0,Primary,2812218.81,809874.99,342.0,3.0,148.0,42.12,2024-05-05,1,2024,5,5,Sunday,0.0,False,False,True,False,False,False,False,False,True,True,False,False,True,False,False,0.28798434429076303,12.333333333333334,0.42119999999999996
C0205,42.0,Primary,902724.3,408196.87,487.0,3.0,106.0,81.48,2024-10-13,1,2024,10,13,Sunday,0.0,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,0.45218331887155355,8.833333333333334,0.8148000000000001
C0206,26.0,Post-Graduate,439388.88,961133.69,447.0,5.0,173.0,55.59,2021-11-18,1,2021,11,18,Thursday,3.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2.187432895434222,14.416666666666666,0.5559000000000001
C0207,44.0,Primary,394092.95,1673789.52,683.0,2.0,228.0,53.94,2018-10-21,1,2018,10,21,Sunday,0.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,4.2471947798101946,19.0,0.5394
C0208,45.0,Primary,2488607.43,1381788.85,545.0,10.0,184.0,76.9,2018-01-29,1,2018,1,29,Monday,0.0,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,0.5552458107062712,15.333333333333334,0.769
C0209,37.0,Post-Graduate,2560352.08,1125312.52,444.0,11.0,192.0,83.02,2019-10-08,1,2019,10,8,Tuesday,3.0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,0.43951475611119856,16.0,0.8301999999999999
C0210,23.0,Primary,1271779.96,701700.37,377.0,11.0,129.0,50.56,2024-04-29,1,2024,4,29,Monday,0.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,0.5517466795120753,10.75,0.5056
C0211,38.0,Graduate,394092.95,748222.21,366.0,2.0,158.0,30.37,2020-09-14,1,2020,9,14,Monday,2.0,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,1.8985932379658148,13.166666666666666,0.3037
C0212,65.0,Secondary,2667850.08,1563633.97,455.0,11.0,208.0,46.13,2019-11-16,1,2019,11,16,Saturday,1.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,0.5861026381212545,17.333333333333332,0.46130000000000004
C0213,42.0,Secondary,2778286.25,502577.51,384.0,5.0,297.0,52.4,2022-07-03,1,2022,7,3,Sunday,1.0,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,0.1808947908085425,24.75,0.524
C0214,44.0,Primary,1639357.08,1114730.63,683.0,10.0,201.0,22.7,2019-05-12,0,2019,5,12,Sunday,0.0,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,0.6799803676695012,16.75,0.22699999999999998
C0215,39.0,Graduate,1775891.29,289212.7,403.0,4.0,246.0,14.34,2020-01-24,1,2020,1,24,Friday,2.0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,0.16285495718603363,20.5,0.1434
C0216,40.0,Primary,1419138.21,1690714.42,757.0,0.0,131.0,49.49,2023-11-20,1,2023,11,20,Monday,0.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,1.1913669916617917,10.916666666666666,0.4949
C0217,50.0,Graduate,1716125.07,325926.19,500.0,10.0,116.0,49.07,2019-03-25,1,2019,3,25,Monday,2.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,0.18991983492205494,9.666666666666666,0.4907
C0218,61.0,Graduate,1556148.47,1770777.62,430.0,10.0,82.0,39.31,2020-09-14,1,2020,9,14,Monday,2.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,1.1379233113920038,6.833333333333333,0.3931
C0219,23.0,Post-Graduate,1412812.83,175667.06,690.0,10.0,294.0,88.0,2024-08-29,0,2024,8,29,Thursday,3.0,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.12433852260529088,24.5,0.88
C0220,41.0,Graduate,1431198.28,1781703.75,486.0,4.0,116.0,45.34,2019-11-06,1,2019,11,6,Wednesday,2.0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,1.2449035014212007,9.666666666666666,0.4534
C0221,65.0,Primary,1433347.7,456911.35,514.0,5.0,52.0,54.9,2018-12-10,1,2018,12,10,Monday,0.0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,0.3187721653301568,4.333333333333333,0.5489999999999999
C0222,25.0,Post-Graduate,2144570.8,616585.11,582.0,0.0,96.0,90.52,2022-02-05,1,2022,2,5,Saturday,3.0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.28750979450060593,8.0,0.9052
C0223,39.0,Post-Graduate,394092.95,1572796.49,371.0,8.0,27.0,58.31,2021-09-29,1,2021,9,29,Wednesday,3.0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,3.9909277494053113,2.25,0.5831000000000001
C0224,43.0,Graduate,1889776.75,465555.58,342.0,12.0,119.0,72.43,2023-02-04,1,2023,2,4,Saturday,2.0,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,0.24635480355020772,9.916666666666666,0.7243
C0225,48.6,Post-Graduate,2342264.26,175667.06,467.0,0.0,154.0,14.34,2022-01-01,1,2022,1,1,Saturday,3.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,0.07499882186649598,12.833333333333334,0.1434
C0226,62.0,Graduate,574909.19,897025.28,776.0,12.0,135.0,60.37,2024-08-04,0,2024,8,4,Sunday,2.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,1.5602903825558956,11.25,0.6037
C0227,64.0,Post-Graduate,746707.71,422464.61,670.0,12.0,42.0,14.34,2018-05-14,0,2018,5,14,Monday,3.0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,0.5657697173101374,3.5,0.1434
C0228,51.0,Post-Graduate,2812218.81,1646986.93,699.0,6.0,259.0,80.38,2023-12-02,0,2023,12,2,Saturday,3.0,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0.5856539057855175,21.583333333333332,0.8038
C0229,22.0,Secondary,2209027.41,1737376.79,686.0,7.0,188.0,15.41,2018-08-22,0,2018,8,22,Wednesday,1.0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0.7864894668735686,15.666666666666666,0.15410000000000001
C0230,36.0,Graduate,2494747.68,1507614.96,439.0,7.0,267.0,55.89,2019-12-13,1,2019,12,13,Friday,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.6043156075808035,22.25,0.5589
C0231,22.0,Graduate,2552150.86,1252988.13,400.0,1.0,186.0,85.58,2024-03-23,1,2024,3,23,Saturday,2.0,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,0.49095378711272575,15.5,0.8558
C0232,49.0,Graduate,1807345.84,821237.95,342.0,7.0,94.0,85.03,2021-03-20,1,2021,3,20,Saturday,2.0,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,0.4543889342174821,7.833333333333333,0.8503000000000001
